0,5,0,5,0,25,,5.411340206,5.411340206,25
0,1,0,1,0,25,,3.933333333,3.933333333,11.26666667
0,1,0,1,0,25,,,,
0,1,0,1,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
1,4,1,4,1,17,,,,
1,4,1,4,1,17,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,1,0,1,0,25,,,,
0,1,0,1,0,25,,,,
0,1,0,1,0,25,,,,
0,1,0,1,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,1,0,1,0,25,,,,
0,1,0,1,0,25,,,,
0,1,0,1,0,25,,,,
0,1,0,1,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,5,0,5,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
0,6,0,6,0,25,,,,
