0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
1,8,1,8,1,42
1,8,1,8,1,42
1,8,1,8,1,42
1,8,1,8,1,42
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,8,0,8,0,250
0,8,0,8,0,250
0,8,0,8,0,250
0,8,0,8,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
0,9,0,9,0,250
